YEAR,PLAYER,POS,HAND LENGTH (Inches),HAND WIDTH (INCHES),HEIGHT W/O SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN
2008,Tyrone Brazelton,PG,-,-,70.0,94.0,166.0,73.75
2008,Vladimir Golubovic,C,-,-,83.25,111.5,258.0,86.5
2007,Aaron Brooks,PG,-,-,70.0,94.0,161.0,76.0
2007,Aaron Gray,C,-,-,84.0,108.5,271.0,87.25
2007,Acie Law,PG,-,-,74.0,98.0,186.0,78.5
2007,Al Horford,PF,-,-,80.0,107.0,246.0,84.75
2007,Al Thornton,SF,-,-,77.75,104.0,221.0,85.0
2007,Ali Traore,C-PF,-,-,80.75,108.5,249.0,88.0
2007,Antanas Kavaliauskas,PF,-,-,81.0,106.5,237.0,82.5
2007,Anthony Tolliver,PF,-,-,79.0,107.5,242.0,86.5
2007,Avis Wyatt,PF,-,-,80.75,107.0,212.0,85.0
2007,Blake Schilb,SG,-,-,77.0,102.5,214.0,81.0
2007,Bobby Brown,PG,-,-,71.0,95.5,170.0,76.0
2007,Brad Newley,SG,-,-,77.0,102.5,201.0,80.0
2007,Brandan Wright,PF,-,-,80.75,108.5,200.0,87.75
2007,Brandon Heath,PG,-,-,74.0,94.0,181.0,79.0
2007,Caleb Green,PF,-,-,78.0,103.0,238.0,83.75
2007,Carl Landry,PF,-,-,79.0,102.5,248.0,83.0
2007,Cartier Martin,SF,-,-,76.0,103.5,218.0,82.0
2007,Chris Richard,PF,-,-,79.0,110.5,252.0,88.5
2007,Coby Karl,SG-PG,-,-,75.0,99.5,204.0,83.0
2007,Coleman Collins,PF,-,-,80.0,107.0,236.0,86.0
2007,Corey Brewer,SF-SG,-,-,78.0,103.0,185.0,80.25
2007,Craig Bradshaw,PF,-,-,80.0,106.5,240.0,85.5
2007,Curtis Sumpter,SF,-,-,78.0,104.0,227.0,81.5
2007,DJ Strawberry,SG,-,-,75.75,101.0,199.0,78.5
2007,DaShaun Wood,PG,-,-,70.75,92.0,167.0,72.75
2007,Daequan Cook,SG,-,-,75.0,101.5,203.0,80.25
2007,Darryl Watkins,C,-,-,80.75,110.0,241.0,87.0
2007,Demetris Nichols,SF,-,-,78.0,105.0,211.0,84.25
2007,Dominic James,PG,-,-,70.0,93.0,175.0,74.0
2007,Dominic McGuire,SF,-,-,79.0,104.0,220.0,82.5
2007,Dustin Salisbery,SG,-,-,75.0,100.5,208.0,80.0
2007,Ekene Ibekwe,PF,-,-,80.0,104.0,208.0,90.0
2007,Greg Oden,C,-,-,83.0,112.0,257.0,88.25
2007,Herbert Hill,C,-,-,79.0,108.5,232.0,86.25
2007,Ivan Radenovic,PF,-,-,81.0,106.0,226.0,83.75
2007,JR Reynolds,PG,-,-,72.0,95.0,188.0,75.25
2007,Jamaal Tatum,PG,-,-,71.5,93.5,168.0,74.5
2007,James Hughes,C,-,-,81.0,111.0,209.0,87.0
2007,Jared Dudley,SF,-,-,77.0,102.0,219.0,79.0
2007,Jared Jordan,PG,-,-,72.0,94.0,183.0,72.0
2007,Jason Smith,PF,-,-,82.75,106.0,233.0,82.75
2007,Javaris Crittenton,PG,-,-,75.0,98.0,194.0,77.5
2007,Jeff Green,SF,-,-,79.0,103.0,228.0,85.25
2007,Jeremy Hunt,SG,-,-,74.0,101.5,198.0,80.25
2007,Jermareo Davidson,PF,-,-,81.0,109.5,230.0,88.0
2007,Jianlian Yi,,-,-,,,-,
2007,Joakim Noah,PF,-,-,82.0,106.5,223.0,85.25
2007,Josh McRoberts,PF,-,-,80.0,106.5,240.0,85.0
2007,Julian Wright,SF-PF,-,-,78.5,108.0,211.0,86.25
2007,Justin Doellman,PF,-,-,80.0,105.0,205.0,80.75
2007,Kevin Durant,SF-PF,-,-,81.0,110.0,215.0,88.75
2007,Kyle Visser,C,-,-,82.0,108.0,242.0,83.0
2007,Major Wingate,C,-,-,80.5,109.0,242.0,88.0
2007,Mario Boggan,PF,-,-,77.0,107.0,240.0,86.0
2007,Marko Lekic,C,-,-,81.0,108.5,267.0,85.0
2007,Mike Conley,PG,-,-,71.0,94.5,175.0,77.75
2007,Mohamed Abukar,SF,-,-,80.0,103.0,210.0,81.0
2007,Mustafa Shakur,PG,-,-,75.0,99.0,185.0,77.5
2007,Nick Young,SG-SF,-,-,77.0,100.5,206.0,84.0
2007,Quinton Hosley,SF-SG,-,-,77.0,105.0,215.0,83.25
2007,Ramon Sessions,PG,-,-,74.0,97.5,185.0,76.25
2007,Rashad Jones-Jennings,PF,-,-,78.0,105.5,235.0,84.0
2007,Rashaun Freeman,PF,-,-,78.0,104.0,244.0,83.5
2007,Renaldas Seibutis,SG,-,-,76.0,101.0,185.0,80.75
2007,Reyshawn Terry,SF,-,-,78.75,103.5,222.0,82.0
2007,Rodney Stuckey,SG-PG,-,-,75.75,100.5,207.0,79.25
2007,Ron Lewis,SG,-,-,74.0,99.0,194.0,78.5
2007,Russell Carter,SG,-,-,75.0,97.5,221.0,80.5
2007,Ryvon Covile,C-PF,-,-,79.0,107.5,250.0,85.25
2007,Sammy Mejia,SG,-,-,77.0,105.0,218.0,83.0
2007,Spencer Hawes,PF,-,-,82.0,110.0,244.0,84.5
2007,Stephane Lasme,PF,-,-,77.0,107.0,213.0,86.0
2007,Taurean Green,PG,-,-,71.0,96.0,173.0,74.25
2007,Thaddeus Young,SF,-,-,77.75,106.0,210.0,83.5
2007,Trey Johnson,SG,-,-,75.0,98.0,216.0,77.0
2007,Yue Sun,SF,-,-,79.75,105.0,212.0,81.0
2007,Zabian Dowdell,PG,-,-,73.0,100.0,191.0,82.0
2006,Adam Morrison,SF,-,-,78.5,105.0,198.0,82.0
2006,Allan Ray,SG,-,-,73.0,99.5,204.0,80.5
2006,Antywane Robinson,SF-PF,-,-,78.25,105.5,217.0,86.5
2006,Blake Schilb,PG-SG,-,-,77.25,102.0,209.0,80.75
2006,Bobby Jones,SF-SG,-,-,77.75,101.5,211.0,81.5
2006,Brad Buckman,PF,-,-,79.25,107.5,238.0,84.0
2006,Brandon Bowman,SF,-,-,78.75,103.0,209.0,83.5
2006,Brandon Roy,SG-SF,-,-,77.25,101.0,207.0,80.0
2006,CJ Watson,PG,-,-,72.5,96.0,171.0,78.0
2006,Carl Krauser,PG,-,-,71.75,97.0,190.0,78.25
2006,Cedric Simmons,PF-C,-,-,80.25,108.5,223.0,88.25
2006,Chris McCray,SG,-,-,75.0,96.5,187.0,77.75
2006,Chris Quinn,PG-SG,-,-,72.5,94.0,175.0,77.0
2006,Craig Smith,PF,-,-,77.5,103.5,259.0,81.5
2006,Curtis Stinson,SG,-,-,73.75,97.5,208.0,77.0
2006,Curtis Withers,PF-SF,-,-,78.0,101.0,227.0,82.0
2006,Dan Grunfeld,SF-SG,-,-,76.75,99.0,216.0,78.25
2006,Daniel Horton,PG-SG,-,-,72.5,96.5,198.0,79.0
2006,Danilo Pinnock,PG-SG,-,-,74.75,100.5,204.0,79.5
2006,Darius Washington,PG,-,-,71.5,96.0,195.0,76.0
2006,David Noel,SF-SG,-,-,76.5,100.0,223.0,81.5
2006,Denham Brown,SG-SF,-,-,76.0,102.5,218.0,81.5
2006,Dwayne Mitchell,SG-SF,-,-,74.0,98.5,208.0,78.5
2006,Eric Hicks,PF,-,-,76.75,105.5,238.0,85.5
2006,Eric Williams,C-PF,-,-,79.25,106.5,285.0,88.25
2006,Frans Steyn,C,-,-,85.25,109.0,280.0,86.25
2006,Gerry McNamara,PG-SG,-,-,71.75,92.5,177.0,72.75
2006,Hilton Armstrong,C-PF,-,-,81.5,109.0,240.0,88.0
2006,Ian Vouyoukas,C-PF,-,-,80.5,108.5,267.0,84.75
2006,J.P. Batista,PF,-,-,79.5,103.5,265.0,82.0
2006,JJ Redick,SG,-,-,76.0,97.5,190.0,75.25
2006,James Augustine,PF,-,-,80.25,104.0,227.0,84.25
2006,Joah Tucker,SF-SG,-,-,75.75,99.5,224.0,78.5
2006,Jordan Farmar,PG,-,-,72.75,94.5,171.0,75.0
2006,Justin Williams,C-PF,-,-,79.25,109.0,211.0,85.5
2006,Kenny Adeleke,PF-C,-,-,78.5,104.0,250.0,82.25
2006,Keydren Clark,PG,-,-,69.0,92.5,184.0,74.5
2006,LaMarcus Aldridge,PF-C,-,-,82.0,110.0,234.0,88.75
2006,Lou Amundson,PF,-,-,79.2,103.5,221.0,83.5
2006,Marco Killingsworth,PF,-,-,77.5,104.0,266.0,87.0
2006,Marcus Slaughter,PF-SF,-,-,79.0,104.5,220.0,83.5
2006,Marcus Williams,PG,-,-,74.0,97.5,215.0,79.0
2006,Mardy Collins,PG-SG,-,-,76.25,103.0,224.0,82.0
2006,Matt Haryasz,PF-C,-,-,81.75,107.5,219.0,84.25
2006,Maurice Ager,SG-PG,-,-,75.25,101.5,203.0,79.75
2006,Michael Southhall,C,-,-,81.5,107.5,241.0,88.25
2006,Morris Almond,SG-SF,-,-,76.75,102.5,214.0,82.0
2006,Mouhamed Sene,C,-,-,83.0,113.0,237.0,92.5
2006,Nick George,SF-SG,-,-,76.0,103.0,201.0,82.0
2006,Nik Caner-Medley,SF,-,-,78.5,103.0,234.0,81.0
2006,Patrick O'Bryant,C,-,-,83.0,113.0,249.0,89.75
2006,Paul Miller,PF-C,-,-,80.5,101.5,251.0,84.0
2006,Paul Millsap,PF,-,-,78.25,105.5,258.0,85.5
2006,Pops Mensah-Bonsu,PF-C,-,-,79.5,105.5,232.0,84.0
2006,Randy Foye,SG-PG,-,-,74.25,97.0,212.0,78.25
2006,Rashad Anderson,SG,-,-,75.25,100.0,224.0,79.0
2006,Renaldo Balkman,SF-PF,-,-,77.25,104.5,206.0,85.0
2006,Rodney Carney,SG-SF,-,-,76.5,103.5,204.0,82.0
2006,Ronnie Brewer,SG-PG,-,-,77.75,103.5,223.0,83.25
2006,Rudy Gay,SF-PF,-,-,79.0,107.5,222.0,87.0
2006,Sean Dockery,PG-SG,-,-,72.75,95.5,182.0,76.5
2006,Shawne Williams,SF-PF,-,-,79.25,104.0,227.0,87.0
2006,Shelden Williams,PF-C,-,-,79.5,104.0,258.0,88.25
2006,Solomon Jones,PF-C,-,-,80.5,109.0,224.0,88.75
2006,Steve Novak,SF,-,-,80.0,103.0,216.0,81.5
2006,Steven Smith,SF-PF,-,-,79.5,104.0,238.0,84.5
2006,Taj Gray,PF-SF,-,-,79.25,107.0,231.0,84.75
2006,Taquan Dean,SG-PG,-,-,74.0,98.0,183.0,78.75
2006,Tarence Kinsey,SF-SG,-,-,76.75,100.5,179.0,78.75
2006,Tedric Hill,SF-PF,-,-,79.75,107.0,236.0,85.0
2006,Terence Dials,PF-C,-,-,79.75,106.0,253.0,84.0
2006,Torin Francis,PF-C,-,-,81.0,105.5,247.0,85.0
2006,Tyrus Thomas,PF-SF,-,-,79.25,108.0,217.0,87.0
2006,Viktor Keyru,SG-PG,-,-,77.25,104.0,202.0,81.25
2006,Will Blalock,PG,-,-,71.25,96.5,194.0,78.0
2006,Yemi Nicholson,PF-C,-,-,79.75,107.0,258.0,88.25
2005,Aaron Miles,PG,-,-,72.0,94.0,174.6,75.5
2005,Alan Anderson,SG-SF,-,-,76.5,104.0,223.2,81.5
2005,Alex Acker,SG,-,-,75.75,102.5,183.0,84.0
2005,Andrew Bogut,C-PF,-,-,83.0,110.5,250.6,87.0
2005,Anthony Roberson,PG,-,-,72.75,95.0,178.8,74.75
2005,Antoine Wright,SF-SG,-,-,77.25,104.5,202.6,80.75
2005,Bracey Wright,SG-PG,-,-,73.25,100.5,186.8,82.0
2005,Brandon Rush,SG-SF,-,-,77.0,104.5,211.4,83.25
2005,Carl Krauser,PG-SG,-,-,71.5,98.5,193.4,77.5
2005,Carlos Powell,SF-PF,-,-,77.25,105.0,221.8,82.75
2005,Channing Frye,PF-C,-,-,81.5,110.5,243.6,86.5
2005,Charles Hayes,SF-PF,-,-,77.5,104.5,232.4,82.0
2005,Charlie Villanueva,PF-SF,-,-,81.0,109.0,236.6,84.25
2005,Chris Paul,PG,-,-,71.75,93.0,178.0,76.25
2005,Chris Taft,PF,-,-,80.5,109.0,261.0,85.75
2005,Chris Thomas,PG,-,-,71.75,95.0,176.2,75.0
2005,D'Or Fischer,C-PF,-,-,81.25,110.5,242.4,90.0
2005,Danny Granger,,-,-,79.5,103.0,225.4,85.5
2005,Daryl Dorsey,PG,-,-,71.25,94.0,160.8,71.5
2005,David Lee,PF,-,-,79.75,106.5,229.5,84.0
2005,David Lucas,PF,-,-,78.5,103.5,233.4,84.0
2005,David Simon,C-PF,-,-,80.0,108.0,258.8,87.5
2005,Dee Brown,PG-SG,-,-,71.0,94.0,179.0,74.0
2005,Deji Akindele,C-PF,-,-,81.5,108.5,236.4,87.0
2005,Deng Gai,PF-C,-,-,79.75,110.5,214.0,88.5
2005,Deron Williams,PG,-,-,73.75,98.0,202.4,78.25
2005,Dijon Thompson,SF-SG,-,-,78.25,105.5,195.8,81.75
2005,Drago Pasalic,SF-PF,-,-,81.5,108.5,238.8,83.75
2005,Dwayne Jones,C-PF,-,-,80.5,108.5,242.2,86.75
2005,Eddie Basden,SG-SF,-,-,76.25,101.0,210.0,82.25
2005,Eddy Fobbs,C-PF,-,-,82.25,111.5,235.2,90.75
2005,Ellis Myles,PF,-,-,78.0,105.5,255.2,81.75
2005,Ersan Ilyasova,SF,-,-,79.75,109.5,208.8,85.25
2005,Francisco Garcia,SF-SG,-,-,77.75,103.0,189.6,82.75
2005,Gerald Green,SF,-,-,78.0,104.0,192.0,81.75
2005,Hakim Warrick,PF-SF,-,-,79.25,108.0,215.0,86.0
2005,Ike Diogu,PF,-,-,78.5,109.0,255.4,87.5
2005,Ivan McFarlin,PF,-,-,77.5,105.5,228.6,81.0
2005,Jared Homan,C-PF,-,-,79.75,104.5,248.2,85.25
2005,Jarrett Jack,PG,-,-,74.5,100.0,197.6,79.5
2005,Jason Klotz,C-PF,-,-,80.5,107.5,249.4,82.0
2005,Jason Maxiell,PF,-,-,77.0,107.0,257.6,87.25
2005,Jawad Williams,SF,-,-,79.0,106.5,218.0,85.25
2005,Joey Graham,SF,-,-,77.25,104.0,216.6,80.0
2005,John Gilchrist,PG,-,-,73.25,96.5,195.2,81.25
2005,John Lucas III,PG,-,-,69.25,92.0,154.4,72.0
2005,Juan Mendez,PF-SF,-,-,77.25,106.5,231.4,84.0
2005,Julius Hodge,SG-SF,-,-,78.0,107.5,202.2,84.5
2005,Keith Langford,SG-SF,-,-,74.25,101.0,203.2,81.0
2005,Kevin Pittsnogle,PF,-,-,81.25,106.0,259.2,82.5
2005,Larry O'Bannon,SG,-,-,75.0,99.5,196.0,78.0
2005,Luke Schenscher,C,-,-,83.75,111.5,241.6,89.0
2005,Luther Head,PG-SG,-,-,74.0,98.5,178.8,77.25
2005,Marcin Gortat,PF-C,-,-,83.0,110.0,225.2,87.5
2005,Marcus Campbell,C,-,-,82.25,114.0,280.4,90.0
2005,Martell Webster,SF,-,-,78.0,106.0,229.6,83.0
2005,Martynas Andriuskevicius,C-PF,-,-,85.25,112.5,227.8,83.25
2005,Marvin Williams,PF-SF,-,-,79.0,108.0,228.2,87.5
2005,Mike Bell,SF-PF,-,-,80.75,104.5,206.2,85.5
2005,Mindaugas Katelynas,SF-PF,-,-,79.5,105.5,217.0,83.0
2005,Monta Ellis,SG-PG,-,-,74.25,98.0,176.6,74.75
2005,Mustafa Al-Sayyad,PF-C,-,-,,,-,
2005,Nemanja Aleksandrov,PF-SF,-,-,82.0,110.0,220.6,83.0
2005,Omar Thomas,SF-SG,-,-,75.25,102.0,200.0,80.0
2005,Rashad McCants,SG,-,-,74.75,103.5,201.0,82.75
2005,Rawle Marshall,SG-SF,-,-,76.5,104.0,186.6,85.0
2005,Raymond Felton,PG,-,-,71.5,98.0,199.4,76.25
2005,Robert Whaley,PF-C,-,-,80.0,108.0,269.4,86.0
2005,Roger Powell,SF,-,-,76.75,104.0,218.6,83.5
2005,Ronnie Price,PG,-,-,72.75,96.5,184.8,77.5
2005,Ronny Turiaf,PF,-,-,80.0,106.5,237.8,85.5
2005,Rudy Fernandez,SG,-,-,76.75,101.5,172.0,79.5
2005,Sean Banks,SF,-,-,77.75,108.0,206.4,85.0
2005,Sean May,PF,-,-,79.0,105.0,258.8,85.25
2005,Sharrod Ford,PF,-,-,79.25,106.0,212.8,85.5
2005,Taylor Coppenrath,PF-SF,-,-,79.75,106.5,252.4,83.5
2005,Travis Diener,PG-SG,-,-,71.75,93.5,165.2,71.75
2005,Tre Simmons,SG-SF,-,-,76.0,102.5,194.2,79.5
2005,Wayne Simien,PF,-,-,79.25,107.0,255.8,84.0
2005,Will Bynum,PG-SG,-,-,70.5,93.0,188.8,75.5
2005,Will Conroy,PG,-,-,73.0,96.5,188.6,75.0
2004,Aerick Sanders,PF,-,-,78.5,106.0,205.0,83.5
2004,Al Jefferson,PF-SF,-,-,80.5,110.0,263.0,86.5
2004,Aleksandar Capin,PG,-,-,72.0,94.0,176.0,73.5
2004,Ales Chan,C,-,-,84.0,113.0,255.0,87.0
2004,Andre Barrett,PG,-,-,68.75,92.0,171.0,73.0
2004,Andre Brown,PF-C,-,-,80.0,107.0,236.0,83.0
2004,Andre Emmett,SG-SF,-,-,75.5,100.0,216.0,81.0
2004,Andre Iguodala,SG-SF,-,-,77.75,105.5,217.0,83.0
2004,Andris Biedrins,C,-,-,,,-,
2004,Antonio Burks,PG,-,-,72.0,96.5,191.0,78.5
2004,Arthur Johnson,PF-C,-,-,79.0,109.0,262.0,87.0
2004,Ben Gordon,PG-SG,-,-,73.0,99.0,192.0,80.5
2004,Beno Udrih,PG,-,-,74.5,98.0,199.0,76.5
2004,Bernard Robinson,SG-SF,-,-,77.25,102.0,208.0,82.0
2004,Blagota Sekulic,SF-PF,-,-,81.25,107.0,234.0,83.0
2004,Blake Stepp,PG,-,-,,,-,
2004,Brandon Bass,PF,-,-,78.25,106.5,246.0,86.5
2004,Brian Boddicker,SF-PF,-,-,79.5,105.5,230.0,82.0
2004,Bryant Matthews,SF-SG,-,-,77.75,105.5,206.0,84.5
2004,Chris Duhon,PG,-,-,72.0,98.0,193.0,78.5
2004,Chris Garnett,C-PF,-,-,80.25,108.0,260.0,85.0
2004,Damien Wilkins,SG-SF,-,-,76.5,106.0,222.0,84.0
2004,Delonte West,PG-SG,-,-,73.5,99.5,183.0,78.0
2004,Desmon Farmer,SG,-,-,76.5,103.0,214.0,80.5
2004,Devin Harris,PG,-,-,73.75,98.5,170.0,79.5
2004,Drago Pasalic,PF,-,-,81.25,108.0,231.0,83.5
2004,Dwight Howard,PF-C,-,-,81.0,111.5,240.0,88.5
2004,Dylan Page,SF,-,-,79.5,105.0,239.0,79.0
2004,Emeka Okafor,C-PF,-,-,80.75,110.5,257.0,88.0
2004,Erik Daniels,SF-PF,-,-,78.25,106.0,223.0,83.0
2004,Herve Lamizana,SF-PF,-,-,79.5,107.0,210.0,85.5
2004,Ivan Koljevic,PG,-,-,73.0,95.0,172.0,74.5
2004,J.R. Smith,SG-SF,-,-,77.5,104.0,227.0,82.0
2004,Jackie Butler,C,-,-,80.0,109.0,263.0,85.5
2004,Jackson Vroman,PF-C,-,-,81.25,105.5,226.0,84.0
2004,Jaime Lloreda,PF,-,-,78.75,107.0,247.0,81.5
2004,Jameer Nelson,PG,-,-,71.0,95.0,199.0,74.5
2004,James Moore,PF-SF,-,-,78.5,107.0,198.0,84.5
2004,Jared Reiner,C-PF,-,-,82.0,109.0,246.0,84.5
2004,John Edwards,C,-,-,83.25,113.0,264.0,88.5
2004,Josh Childress,SG-SF,-,-,77.75,105.0,196.0,83.0
2004,Josh Smith,SG-SF,-,-,79.0,106.5,221.0,84.0
2004,Kelvin Pena,SG-PG,-,-,74.25,99.5,182.0,78.5
2004,Kirk Snyder,SG-SF,-,-,78.0,104.0,228.0,81.0
2004,Kris Humphries,PF,-,-,80.25,106.5,238.0,84.5
2004,Lawrence Roberts,PF,-,-,79.5,106.5,233.0,81.5
2004,Luis Flores,PG-SG,-,-,72.5,98.5,202.0,79.5
2004,Luke Jackson,SF-SG,-,-,78.0,103.0,212.0,80.5
2004,Luol Deng,SF,-,-,79.0,108.5,220.0,84.5
2004,Marcus Douthit,C-PF,-,-,81.5,111.5,223.0,88.0
2004,Marcus Melvin,SF-PF,-,-,78.75,105.5,241.0,84.0
2004,Marcus Moore,PG-SG,-,-,76.0,101.5,202.0,81.0
2004,Marko Tomas,SG-PG,-,-,78.5,103.5,198.0,79.0
2004,Martin Iti,C-PF,-,-,80.5,111.5,233.0,89.0
2004,Matt Freije,SF-PF,-,-,80.25,108.5,234.0,85.0
2004,Michel Morandais,SG-SF,-,-,75.75,102.0,205.0,83.5
2004,Mike Williams,SF,-,-,77.5,105.5,197.0,83.5
2004,Misan Nikagbatse,SG-PG,-,-,75.5,102.0,223.0,82.0
2004,Nate Robinson,PG,-,-,67.75,91.5,181.0,73.0
2004,Nate Williams,PF-SF,-,-,80.5,109.5,240.0,85.5
2004,Omar Quintero,PG,-,-,69.75,92.5,170.0,71.5
2004,Pape Sow,PF-C,-,-,80.5,108.5,233.0,86.0
2004,Peter Ramos,C,-,-,85.75,111.5,266.0,89.5
2004,Randall Orr,PF-SF,-,-,81.0,107.5,193.0,82.5
2004,Rashad Wright,PG,-,-,72.5,98.5,190.0,82.0
2004,Rich Melzer,PF-SF,-,-,79.5,107.0,229.0,86.0
2004,Rickey Paulding,SG,-,-,74.75,101.5,210.0,81.5
2004,Ricky Minard,PG-SG,-,-,75.25,101.5,198.0,79.0
2004,Rolando Howell,PF,-,-,79.5,107.0,229.0,84.5
2004,Romain Sato,SG,-,-,74.0,102.5,204.0,83.0
2004,Ryan Gomes,SF-PF,-,-,78.5,106.5,248.0,86.0
2004,Sergei Lishouk,PF-SF,-,-,82.25,109.5,244.0,84.0
2004,Shaun Livingston,PG-SG,-,-,78.25,105.5,186.0,83.0
2004,TJ Cummings,SF,-,-,79.5,106.5,215.0,81.5
2004,Tiago Splitter,C-PF,-,-,82.25,109.5,233.0,86.0
2004,Tim Bowers,PG-SG,-,-,72.5,98.0,181.0,81.0
2004,Tim Pickett,PG-SG,-,-,75.0,100.5,207.0,79.5
2004,Tom Timmerrmans,PF-C,-,-,82.5,107.5,272.0,83.0
2004,Tony Allen,SG,-,-,75.5,102.0,214.0,81.0
2004,Tony Bobbitt,SG,-,-,74.75,100.0,185.0,79.0
2004,Trevor Ariza,SG-SF,-,-,79.0,107.5,201.0,86.0
2003,Aleksander Djuric,C-PF,-,-,82.0,108.0,253.0,84.0
2003,Aloysius Anagonye,PF,-,-,78.75,106.0,257.0,86.5
2003,Bernard King,SG-PG,-,-,75.75,98.5,200.0,77.5
2003,Brandin Knight,PG,-,-,71.75,95.5,190.0,78.0
2003,Brandon Hunter,PF,-,-,78.5,105.5,266.0,86.75
2003,Brian Cook,PF-SF,-,-,81.5,109.0,234.0,86.0
2003,Britton Johnsen,SF-PF,-,-,82.0,107.5,212.0,82.75
2003,Carl English,SG-PG,-,-,76.0,98.5,201.0,77.25
2003,Carmelo Anthony,SF,-,-,78.25,105.5,233.0,84.0
2003,Chris Bosh,PF,-,-,82.25,109.0,225.0,87.5
2003,Chris Kaman,C-PF,-,-,83.5,110.5,252.0,83.75
2003,Chris Marcus,C,-,-,84.0,114.0,334.0,92.0
2003,Chris Massie,PF-C,-,-,78.5,106.5,259.0,85.0
2003,Dahntay Jones,SG-SF,-,-,76.75,102.5,214.0,81.0
2003,Darko Milicic,PF,-,-,83.5,111.5,250.0,89.0
2003,David West,PF-SF,-,-,80.25,108.25,226.0,88.25
2003,Derrick Zimmerman,PG,-,-,73.0,96.25,190.0,81.0
2003,Donald Little,PF-C,-,-,81.5,97.0,229.0,87.0
2003,Doug Wrenn,SF-PF,-,-,77.75,100.5,220.0,91.5
2003,Dwyane Wade,SG-SF,-,-,75.75,102.0,212.0,82.75
2003,Ebi Ere,SG,-,-,75.5,102.0,210.0,82.5
2003,Hollis Price,PG-SG,-,-,71.5,94.5,165.0,76.5
2003,James Jones,SF,-,-,79.25,107.5,218.0,86.5
2003,James Lang,C-PF,-,-,80.25,110.0,316.0,90.25
2003,Jason Gardner,PG,-,-,69.75,92.0,194.0,73.0
2003,Jason Kapono,SG-SF,-,-,78.5,102.0,215.0,78.5
2003,Jason Keep,C-PF,-,-,81.75,106.5,270.0,84.5
2003,Jeff Newton,PF,-,-,80.0,106.0,199.0,85.0
2003,Jermaine Boyette,PG-SG,-,-,73.0,96.0,187.0,76.0
2003,Jerome Beasley,SF-PF,-,-,81.0,107.0,237.0,84.5
2003,Jerry Holman,PF,-,-,80.75,109.5,232.0,87.25
2003,Joe Shipp,SG,-,-,76.0,103.0,224.0,82.0
2003,Joel Cornette,PF-SF,-,-,80.25,105.5,239.0,81.25
2003,Josh Howard,SF-SG,-,-,77.25,105.5,202.0,86.0
2003,Josh Powell,PF-SF,-,-,80.0,107.5,227.0,85.0
2003,Justin Hamilton,PG-SG,-,-,75.0,103.0,217.0,83.0
2003,Keith Bogans,SG,-,-,76.25,101.0,213.0,81.25
2003,Kirk Hinrich,PG-SG,-,-,74.75,98.5,186.0,78.0
2003,Kirk Penney,SG-SF,-,-,77.0,97.0,218.0,77.25
2003,Kyle Korver,SF,-,-,78.25,102.5,211.0,81.5
2003,LaVell Blanchard,SF,-,-,78.0,101.5,205.0,78.0
2003,LeBron James,SF-SG,-,-,79.25,106.25,245.0,84.25
2003,Luke Ridnour,PG,-,-,73.0,95.5,167.0,75.0
2003,Luke Walton,SF-PF,-,-,79.75,104.0,235.0,80.5
2003,Marcus Hatten,PG,-,-,72.75,98.0,163.0,78.25
2003,Marlon Parmer,PG,-,-,72.75,97.0,184.0,75.5
2003,Marquis Daniels,SG-PG,-,-,77.25,103.5,198.0,82.0
2003,Marquis Estill,PF-C,-,-,80.5,108.0,257.0,88.0
2003,Marvin Stone,C-PF,-,-,81.5,109.5,261.0,87.5
2003,Matt Bonner,PF-SF,-,-,80.5,105.5,242.0,80.75
2003,Matt Carroll,SG-SF,-,-,77.0,98.5,207.0,78.5
2003,Michael Ignerski,PF-SF,-,-,81.5,107.0,232.0,82.75
2003,Michael Sweetney,PF,-,-,79.25,107.5,262.0,85.0
2003,Mo Williams,PG-SG,-,-,72.75,98.5,189.0,77.5
2003,Nick Collison,PF,-,-,80.75,108.0,255.0,85.5
2003,Pavel Podkolzin,C,-,-,87.5,116.0,303.0,89.75
2003,Rick Anderson,SF-PF,-,-,80.25,106.5,216.0,83.0
2003,Robert Jackson,PF-C,-,-,79.75,107.5,254.0,84.0
2003,Ron Slay,SF-PF,-,-,78.0,103.5,236.0,82.0
2003,Ronald Dupree,SF-SG,-,-,78.0,101.0,209.0,80.25
2003,Ruben Douglas,SG,-,-,75.5,100.5,193.0,79.25
2003,Sam Hoskin,PF,-,-,79.25,107.5,261.0,82.75
2003,Sani Ibrahim,C-PF,-,-,80.5,109.5,229.0,85.0
2003,Sasha Vujacic,PG-SG,-,-,77.5,101.0,193.0,77.5
2003,Souleymane Camara,PF-SF,-,-,81.75,109.0,211.0,86.25
2003,Stephane Pelle,PF-SF,-,-,79.0,107.0,246.0,86.0
2003,T.J. Ford,PG,-,-,71.0,93.5,162.0,71.5
2003,Theron Smith,PF-SF,-,-,78.5,104.5,234.0,82.25
2003,Tommy Smith,PF-SF,-,-,81.0,107.5,200.0,86.5
2003,Travis Hansen,SG,-,-,76.5,100.5,200.0,78.5
2003,Trevor Harvey,C-PF,-,-,81.5,109.5,245.0,85.0
2003,Troy Bell,PG,-,-,72.25,97.5,178.0,77.0
2003,Uche Nsonwu-Amadi,PF-C,-,-,79.75,106.5,246.0,87.75
2003,Ugonna Okyekwe,SF,-,-,79.25,109.0,228.0,87.0
